,S,I,R,D,P,N,C
211,0.35004563962102986,2.511616748506083e-16,0.6434548167751801,0.006499543603789699,0.9935004563962103,0.16558340939936836,6.590219694094861
212,0.3500456396210298,2.0768916746980766e-16,0.6434548167751802,0.0064995436037897,0.9935004563962103,0.16558340939936836,6.59021969409486
213,0.35004563962102975,1.7174113172305651e-16,0.6434548167751803,0.0064995436037897005,0.9935004563962103,0.16558340939936836,6.590219694094861
214,0.3500456396210297,1.4201518877870228e-16,0.6434548167751805,0.006499543603789701,0.9935004563962103,0.1655834093993684,6.590219694094861
215,0.35004563962102964,1.1743438302463926e-16,0.6434548167751805,0.006499543603789702,0.9935004563962103,0.16558340939936836,6.59021969409486
216,0.35004563962102964,9.710816452082106e-17,0.6434548167751805,0.006499543603789703,0.9935004563962103,0.16558340939936836,6.59021969409486
217,0.35004563962102964,8.030012483332342e-17,0.6434548167751805,0.006499543603789703,0.9935004563962103,0.16558340939936836,6.59021969409486
218,0.35004563962102964,6.640131733583307e-17,0.6434548167751805,0.006499543603789703,0.9935004563962103,0.16558340939936836,6.59021969409486
219,0.35004563962102964,5.4908195386818074e-17,0.6434548167751805,0.006499543603789703,0.9935004563962103,0.16558340939936836,6.59021969409486
220,0.35004563962102964,4.540436909389464e-17,0.6434548167751805,0.006499543603789703,0.9935004563962103,0.16558340939936836,6.59021969409486
221,0.35004563962102964,3.754551972235346e-17,0.6434548167751805,0.006499543603789703,0.9935004563962103,0.16558340939936836,6.590219694094859
222,0.35004563962102964,3.104692520463158e-17,0.6434548167751805,0.006499543603789703,0.9935004563962103,0.16558340939936836,6.590219694094859
223,0.35004563962102964,2.5673144806358986e-17,0.6434548167751805,0.006499543603789703,0.9935004563962103,0.16558340939936833,6.590219694094859
224,0.35004563962102964,2.1229489229740254e-17,0.6434548167751805,0.006499543603789703,0.9935004563962103,0.16558340939936833,6.590219694094859
225,0.35004563962102964,1.7554967120507407e-17,0.6434548167751805,0.006499543603789703,0.9935004563962103,0.16558340939936833,6.590219694094859
226,0.35004563962102964,1.4516452434021502e-17,0.6434548167751805,0.006499543603789703,0.9935004563962103,0.16558340939936833,6.590219694094859
227,0.35004563962102964,1.200386134719903e-17,0.6434548167751805,0.006499543603789703,0.9935004563962103,0.16558340939936833,6.590219694094859
228,0.35004563962102964,9.926163978264822e-18,0.6434548167751805,0.006499543603789703,0.9935004563962103,0.16558340939936833,6.590219694094859
229,0.35004563962102964,8.208086420990918e-18,0.6434548167751805,0.006499543603789703,0.9935004563962103,0.16558340939936833,6.590219694094859
230,0.35004563962102964,6.787383609819513e-18,0.6434548167751805,0.006499543603789703,0.9935004563962103,0.16558340939936833,6.590219694094859
231,0.35004563962102964,5.612584213177052e-18,0.6434548167751805,0.006499543603789703,0.9935004563962103,0.16558340939936833,6.590219694094859
232,0.35004563962102964,4.641125853625052e-18,0.6434548167751805,0.006499543603789703,0.9935004563962103,0.16558340939936833,6.590219694094859
233,0.35004563962102964,3.837813094833536e-18,0.6434548167751805,0.006499543603789703,0.9935004563962103,0.16558340939936833,6.590219694094859
234,0.35004563962102964,3.17354232903887e-18,0.6434548167751805,0.006499543603789703,0.9935004563962103,0.16558340939936833,6.590219694094859
235,0.35004563962102964,2.624247368314923e-18,0.6434548167751805,0.006499543603789703,0.9935004563962103,0.16558340939936833,6.590219694094859
236,0.35004563962102964,2.170027538972035e-18,0.6434548167751805,0.006499543603789703,0.9935004563962103,0.16558340939936833,6.590219694094859
237,0.35004563962102964,1.794426690392672e-18,0.6434548167751805,0.006499543603789703,0.9935004563962103,0.16558340939936833,6.590219694094859
238,0.35004563962102964,1.4838369971649905e-18,0.6434548167751805,0.006499543603789703,0.9935004563962103,0.16558340939936833,6.590219694094859
239,0.35004563962102964,1.2270059545724905e-18,0.6434548167751805,0.006499543603789703,0.9935004563962103,0.16558340939936833,6.590219694094859
240,0.35004563962102964,1.0146287061401158e-18,0.6434548167751805,0.006499543603789703,0.9935004563962103,0.16558340939936833,6.590219694094859
241,0.35004563962102964,8.39010933473628e-19,0.6434548167751805,0.006499543603789703,0.9935004563962103,0.16558340939936833,6.590219694094859
242,0.35004563962102964,6.937900950646647e-19,0.6434548167751805,0.006499543603789703,0.9935004563962103,0.16558340939936833,6.590219694094859
243,0.35004563962102964,5.73704914686867e-19,0.6434548167751805,0.006499543603789703,0.9935004563962103,0.16558340939936833,6.590219694094859
244,0.35004563962102964,4.744047680663244e-19,0.6434548167751805,0.006499543603789703,0.9935004563962103,0.16558340939936833,6.590219694094859
245,0.35004563962102964,3.9229206200351726e-19,0.6434548167751805,0.006499543603789703,0.9935004563962103,0.16558340939936833,6.590219694094859
246,0.35004563962102964,3.243918954234801e-19,0.6434548167751805,0.006499543603789703,0.9935004563962103,0.16558340939936833,6.590219694094859
247,0.35004563962102964,2.6824428024111936e-19,0.6434548167751805,0.006499543603789703,0.9935004563962103,0.16558340939936833,6.590219694094859
248,0.35004563962102964,2.2181501725911473e-19,0.6434548167751805,0.006499543603789703,0.9935004563962103,0.16558340939936833,6.590219694094859
249,0.35004563962102964,1.8342199817805907e-19,0.6434548167751805,0.006499543603789703,0.9935004563962103,0.16558340939936833,6.590219694094859
